time,open,high,low,close,tick_volume,spread,real_volume
2026.06.12 00:00:00,4219.78,4222.41,4214.95,4214.95,200,43,0
2026.06.12 00:01:00,4215.03,4217.89,4212.6,4217.89,195,43,0
2026.06.12 00:02:00,4218.04,4220.48,4216.59,4218.47,197,43,0
2026.06.12 00:03:00,4218.19,4218.5,4215.09,4217.01,202,43,0
2026.06.12 00:04:00,4217.63,4220.23,4217.35,4219.15,234,43,0
2026.06.12 00:05:00,4218.67,4221.25,4216.87,4220.51,198,43,0
2026.06.12 00:06:00,4220.56,4223.35,4218.34,4222.01,193,43,0
2026.06.12 00:07:00,4221.73,4225.63,4221.4,4222.65,207,43,0
2026.06.12 00:08:00,4222.63,4223.28,4215.76,4216.09,193,43,0
2026.06.12 00:09:00,4216.7,4218.91,4216.4,4217.19,206,43,0
2026.06.12 00:10:00,4217.24,4218.85,4215.39,4216.67,188,43,0
2026.06.12 00:11:00,4216.79,4218.16,4216.05,4217.73,202,43,0
2026.06.12 00:12:00,4217.55,4217.96,4215.48,4217.41,182,43,0
2026.06.12 00:13:00,4217.59,4217.9,4215.88,4216.43,190,43,0
2026.06.12 00:14:00,4216.52,4217.89,4215.71,4216.81,176,43,0
2026.06.12 00:15:00,4216.75,4216.87,4207.3,4209.91,217,43,0
2026.06.12 00:16:00,4209.67,4212.83,4209.67,4211.4,187,43,0
2026.06.12 00:17:00,4211.53,4211.53,4208.18,4208.22,197,43,0
2026.06.12 00:18:00,4208.27,4211.99,4208.27,4210.13,203,43,0
2026.06.12 00:19:00,4210.18,4216.74,4209.81,4216.39,236,43,0
2026.06.12 00:20:00,4216.42,4217.22,4214.89,4215.24,229,43,0
2026.06.12 00:21:00,4215.38,4219.94,4215.28,4219.01,205,43,0
2026.06.12 00:22:00,4219.03,4220.59,4218.16,4219.42,228,43,0
2026.06.12 00:23:00,4219.46,4221.67,4217.33,4221.67,189,43,0
2026.06.12 00:24:00,4222.2,4224.2,4222.05,4223.92,192,43,0
2026.06.12 00:25:00,4223.83,4225.13,4220.79,4224.99,231,43,0
2026.06.12 00:26:00,4224.89,4230.42,4223.93,4227.55,247,43,0
2026.06.12 00:27:00,4227.58,4227.58,4222.08,4222.53,200,43,0
2026.06.12 00:28:00,4222.54,4222.93,4220.22,4222.09,210,43,0
2026.06.12 00:29:00,4222.2,4224.1,4220.12,4220.31,219,43,0
2026.06.12 00:30:00,4220.29,4227.7,4219.72,4227.5,193,43,0
